payload_number;time_stamp;time_adc;time_tx;sg_1;sg_2;sg_3;sg_4
1;2217549;16;96;2295;0;0;0
2;2218547;7;82;2404;0;0;0
3;2219547;8;88;2422;0;0;0
4;2220547;7;82;2425;0;0;0
5;2221547;9;82;2382;0;0;0
6;2222547;8;88;2466;0;0;0
7;2223547;8;82;2471;0;0;0
8;2224547;8;83;2482;0;0;0
9;2225547;9;82;2467;0;0;0
10;2226547;8;83;2482;0;0;0
11;2227547;8;83;2490;0;0;0
12;2228547;8;83;2484;0;0;0
13;2229547;9;82;2495;0;0;0
14;2230547;8;89;2477;0;0;0
15;2231547;8;83;2483;0;0;0
16;2232547;7;82;2474;0;0;0
17;2233547;9;86;2502;0;0;0
18;2234547;7;82;2427;0;0;0
19;2235547;8;82;2444;0;0;0
20;2236547;8;83;2424;0;0;0
21;2237547;9;82;2443;0;0;0
22;2238547;8;83;2350;0;0;0
23;2239547;7;82;2345;0;0;0
24;2240547;8;83;2337;0;0;0
25;2241547;9;87;2370;0;0;0
26;2242547;7;82;2230;0;0;0
27;2243547;8;83;2266;0;0;0
28;2244547;8;87;2234;0;0;0
29;2245547;9;82;2269;0;0;0
30;2246547;8;83;2101;0;0;0
31;2247547;8;83;2094;0;0;0
32;2248547;8;82;2094;0;0;0
33;2249547;10;83;2118;0;0;0
34;2250547;8;82;1938;0;0;0
35;2251547;8;83;1947;0;0;0
36;2252547;8;89;1941;0;0;0
37;2253547;9;82;1997;0;0;0
38;2254547;8;83;1813;0;0;0
39;2255547;7;88;1797;0;0;0
40;2256547;7;82;1798;0;0;0
41;2257547;9;82;1833;0;0;0
42;2258547;7;82;1666;0;0;0
43;2259547;8;83;1668;0;0;0
44;2260547;7;82;1640;0;0;0
45;2261547;9;82;1701;0;0;0
46;2262547;8;83;1527;0;0;0
47;2263547;8;89;1511;0;0;0
48;2264547;8;82;1517;0;0;0
49;2265547;9;82;1550;0;0;0
50;2266547;7;88;1427;0;0;0
51;2267547;7;82;1413;0;0;0
52;2268547;8;82;1413;0;0;0
53;2269547;9;82;1438;0;0;0
54;2270547;7;82;1339;0;0;0
55;2271547;7;82;1338;0;0;0
56;2272547;8;83;1340;0;0;0
57;2273547;9;82;1362;0;0;0
58;2274547;8;88;1293;0;0;0
59;2275547;8;83;1313;0;0;0
60;2276547;7;82;1288;0;0;0
61;2277547;9;86;1296;0;0;0
62;2278547;8;82;1281;0;0;0
63;2279547;7;82;1299;0;0;0
64;2280547;8;82;1287;0;0;0
65;2281547;9;82;1286;0;0;0
66;2282547;7;82;1321;0;0;0
67;2283547;8;82;1337;0;0;0
68;2284547;8;83;1329;0;0;0
69;2285547;9;87;1315;0;0;0
70;2286547;7;82;1371;0;0;0
71;2287547;7;82;1401;0;0;0
72;2288547;8;88;1389;0;0;0
73;2289547;9;82;1364;0;0;0
74;2290547;8;83;1491;0;0;0
75;2291547;8;82;1503;0;0;0
76;2292547;7;82;1503;0;0;0
77;2293547;9;82;1475;0;0;0
78;2294547;8;82;1622;0;0;0
79;2295547;7;82;1635;0;0;0
80;2296547;8;89;1617;0;0;0
81;2297547;10;83;1576;0;0;0
82;2298547;8;83;1756;0;0;0
83;2299547;8;88;1763;0;0;0
84;2300547;8;83;1772;0;0;0
85;2301547;9;82;1726;0;0;0
86;2302547;8;82;1946;0;0;0
87;2303547;7;82;1926;0;0;0
88;2304547;7;82;1926;0;0;0
89;2305547;9;82;1868;0;0;0
90;2306547;8;83;2055;0;0;0
91;2307547;8;89;2062;0;0;0
92;2308547;8;83;2063;0;0;0
93;2309547;9;82;2026;0;0;0
94;2310547;8;88;2191;0;0;0
95;2311547;7;82;2212;0;0;0
96;2312547;7;82;2212;0;0;0
97;2313547;9;82;2154;0;0;0
98;2314547;7;82;2315;0;0;0
99;2315547;8;83;2318;0;0;0
100;2316547;8;82;2321;0;0;0
101;2317547;9;82;2284;0;0;0
102;2318547;7;88;2407;0;0;0
103;2319547;7;82;2415;0;0;0
104;2320547;8;83;2417;0;0;0
105;2321547;9;86;2388;0;0;0
106;2322547;8;82;2459;0;0;0
107;2323547;8;83;2461;0;0;0
108;2324547;8;83;2466;0;0;0
109;2325547;9;82;2469;0;0;0
110;2326547;8;83;2492;0;0;0
111;2327547;8;83;2505;0;0;0
112;2328547;8;83;2496;0;0;0
113;2329547;9;87;2479;0;0;0
114;2330547;7;82;2490;0;0;0
115;2331547;8;82;2472;0;0;0
116;2332547;8;88;2480;0;0;0
117;2333547;9;82;2489;0;0;0
118;2334547;8;83;2433;0;0;0
119;2335547;8;83;2431;0;0;0
120;2336547;8;83;2419;0;0;0
121;2337547;9;82;2446;0;0;0
122;2338547;8;83;2340;0;0;0
123;2339547;8;83;2340;0;0;0
124;2340547;8;89;2326;0;0;0
125;2341547;9;82;2392;0;0;0
126;2342547;8;83;2242;0;0;0
127;2343547;8;88;2218;0;0;0
128;2344547;8;83;2222;0;0;0
129;2345547;9;82;2254;0;0;0
130;2346547;8;83;2084;0;0;0
131;2347547;8;82;2100;0;0;0
132;2348547;8;83;2080;0;0;0
133;2349547;9;82;2132;0;0;0
134;2350547;8;83;1954;0;0;0
135;2351547;8;88;1941;0;0;0
136;2352547;8;82;1946;0;0;0
137;2353547;9;82;1992;0;0;0
138;2354547;8;88;1792;0;0;0
139;2355547;8;83;1781;0;0;0
140;2356547;7;82;1791;0;0;0
141;2357547;9;82;1877;0;0;0
142;2358547;7;82;1676;0;0;0
143;2359547;7;82;1651;0;0;0
144;2360547;8;82;1649;0;0;0
145;2361547;9;82;1691;0;0;0
146;2362547;8;88;1516;0;0;0
147;2363547;8;82;1523;0;0;0
148;2364547;7;82;1522;0;0;0
149;2365547;9;86;1562;0;0;0
150;2366547;8;82;1420;0;0;0
151;2367547;8;83;1419;0;0;0
152;2368547;8;82;1421;0;0;0
153;2369547;9;82;1431;0;0;0
154;2370547;8;82;1330;0;0;0
155;2371547;7;82;1346;0;0;0
156;2372547;8;82;1317;0;0;0
157;2373547;9;87;1351;0;0;0
158;2374547;8;83;1292;0;0;0
159;2375547;7;82;1301;0;0;0
160;2376547;8;87;1295;0;0;0
161;2377547;9;82;1298;0;0;0
162;2378547;8;82;1291;0;0;0
163;2379547;8;82;1288;0;0;0
164;2380547;7;82;1307;0;0;0
165;2381547;9;82;1296;0;0;0
166;2382547;8;82;1327;0;0;0
167;2383547;8;83;1313;0;0;0
168;2384547;8;89;1333;0;0;0
169;2385547;9;82;1314;0;0;0
170;2386547;8;83;1402;0;0;0
171;2387547;8;88;1384;0;0;0
172;2388547;8;83;1395;0;0;0
173;2389547;9;82;1359;0;0;0
174;2390547;7;82;1501;0;0;0
175;2391547;7;82;1500;0;0;0
176;2392547;8;82;1512;0;0;0
177;2393547;9;82;1456;0;0;0
178;2394547;8;83;1631;0;0;0
179;2395547;8;89;1614;0;0;0
180;2396547;8;83;1611;0;0;0
181;2397547;9;82;1596;0;0;0
182;2398547;7;88;1767;0;0;0
183;2399547;7;82;1773;0;0;0
184;2400547;7;82;1782;0;0;0
185;2401547;9;82;1711;0;0;0
186;2402547;7;82;1890;0;0;0
187;2403547;8;83;1905;0;0;0
188;2404547;8;83;1887;0;0;0
189;2405547;9;82;1883;0;0;0
190;2406547;8;88;2069;0;0;0
191;2407547;8;82;2066;0;0;0
192;2408547;7;82;2076;0;0;0
193;2409547;9;86;2025;0;0;0
194;2410547;8;82;2194;0;0;0
195;2411547;8;82;2208;0;0;0
196;2412547;8;83;2203;0;0;0
197;2413547;9;82;2155;0;0;0
198;2414547;8;82;2308;0;0;0
199;2415547;8;83;2304;0;0;0
200;2416547;8;83;2330;0;0;0
201;2417547;9;87;2305;0;0;0
202;2418547;8;83;2407;0;0;0
203;2419547;7;82;2406;0;0;0
204;2420547;7;88;2439;0;0;0
205;2421547;9;82;2402;0;0;0
206;2422547;7;82;2483;0;0;0
207;2423547;7;82;2478;0;0;0
208;2424547;8;83;2473;0;0;0
209;2425547;10;83;2456;0;0;0
210;2426547;8;83;2482;0;0;0
211;2427547;8;83;2512;0;0;0
212;2428547;8;88;2500;0;0;0
213;2429547;9;82;2471;0;0;0
214;2430547;8;83;2485;0;0;0
215;2431547;8;88;2492;0;0;0
216;2432547;8;83;2480;0;0;0
217;2433547;9;82;2488;0;0;0
218;2434547;8;83;2438;0;0;0
219;2435547;8;83;2410;0;0;0
220;2436547;7;82;2414;0;0;0
221;2437547;9;82;2460;0;0;0
222;2438547;8;83;2346;0;0;0
223;2439547;8;89;2345;0;0;0
224;2440547;8;83;2349;0;0;0
225;2441547;9;82;2377;0;0;0
226;2442547;8;87;2233;0;0;0
227;2443547;8;83;2224;0;0;0
228;2444547;7;82;2222;0;0;0
229;2445547;9;82;2254;0;0;0
230;2446547;8;83;2119;0;0;0
231;2447547;7;82;2081;0;0;0
232;2448547;8;82;2096;0;0;0
233;2449547;9;82;2132;0;0;0
234;2450547;7;88;1943;0;0;0
235;2451547;7;82;1934;0;0;0
236;2452547;8;83;1932;0;0;0
237;2453547;9;86;1997;0;0;0
238;2454547;8;83;1809;0;0;0
239;2455547;8;83;1811;0;0;0
240;2456547;8;83;1800;0;0;0
241;2457547;9;82;1839;0;0;0
242;2458547;8;83;1660;0;0;0
243;2459547;8;83;1653;0;0;0
244;2460547;8;83;1650;0;0;0
245;2461547;9;87;1706;0;0;0
246;2462547;8;82;1531;0;0;0
247;2463547;7;82;1529;0;0;0
248;2464547;8;87;1525;0;0;0
249;2465547;9;82;1538;0;0;0
250;2466547;8;82;1415;0;0;0
251;2467547;7;82;1419;0;0;0
252;2468547;7;82;1418;0;0;0
253;2469547;10;83;1435;0;0;0
254;2470547;8;83;1313;0;0;0
255;2471547;8;83;1330;0;0;0
256;2472547;8;89;1325;0;0;0
257;2473547;9;82;1364;0;0;0
258;2474547;7;82;1296;0;0;0
259;2475547;8;88;1300;0;0;0
260;2476547;8;83;1301;0;0;0
261;2477547;9;82;1303;0;0;0
262;2478547;8;82;1310;0;0;0
263;2479547;8;82;1286;0;0;0
264;2480547;7;82;1300;0;0;0
265;2481547;9;82;1294;0;0;0
266;2482547;8;83;1314;0;0;0
267;2483547;8;89;1334;0;0;0
268;2484547;7;82;1324;0;0;0
269;2485547;9;82;1310;0;0;0
270;2486547;8;88;1419;0;0;0
271;2487547;8;83;1401;0;0;0
272;2488547;8;83;1393;0;0;0
273;2489547;9;82;1364;0;0;0
274;2490547;8;83;1487;0;0;0
275;2491547;7;82;1473;0;0;0
276;2492547;8;83;1495;0;0;0
277;2493547;9;82;1473;0;0;0
278;2494547;8;88;1644;0;0;0
279;2495547;8;82;1622;0;0;0
280;2496547;7;82;1625;0;0;0
281;2497547;9;86;1585;0;0;0
282;2498547;8;82;1763;0;0;0
283;2499547;8;83;1760;0;0;0
284;2500547;8;83;1768;0;0;0
285;2501547;10;83;1719;0;0;0
286;2502547;7;82;1906;0;0;0
287;2503547;8;82;1948;0;0;0
288;2504547;8;83;1928;0;0;0
289;2505547;9;87;1843;0;0;0
290;2506547;7;82;2030;0;0;0
291;2507547;8;83;2055;0;0;0
292;2508547;8;88;2063;0;0;0
293;2509547;9;82;2024;0;0;0
294;2510547;7;82;2201;0;0;0
295;2511547;7;82;2217;0;0;0
296;2512547;7;82;2208;0;0;0
297;2513547;9;82;2180;0;0;0
298;2514547;8;82;2326;0;0;0
299;2515547;8;83;2324;0;0;0
300;2516547;8;89;2339;0;0;0
301;2517547;9;82;2281;0;0;0
302;2518547;8;83;2407;0;0;0
303;2519547;8;88;2407;0;0;0
304;2520547;8;83;2429;0;0;0
305;2521547;9;82;2407;0;0;0
306;2522547;8;82;2470;0;0;0
307;2523547;8;83;2471;0;0;0
308;2524547;7;82;2476;0;0;0
309;2525547;9;82;2456;0;0;0
310;2526547;8;83;2492;0;0;0
311;2527547;8;89;2488;0;0;0
312;2528547;8;83;2484;0;0;0
313;2529547;9;82;2487;0;0;0
314;2530547;8;87;2492;0;0;0
315;2531547;7;82;2484;0;0;0
316;2532547;8;83;2476;0;0;0
317;2533547;9;82;2481;0;0;0
318;2534547;7;82;2422;0;0;0
319;2535547;7;82;2425;0;0;0
320;2536547;8;82;2424;0;0;0
321;2537547;9;82;2429;0;0;0
322;2538547;8;88;2345;0;0;0
323;2539547;8;83;2343;0;0;0
324;2540547;8;83;2346;0;0;0
325;2541547;9;86;2366;0;0;0
326;2542547;7;82;2227;0;0;0
327;2543547;7;82;2242;0;0;0
328;2544547;7;82;2232;0;0;0
329;2545547;9;82;2265;0;0;0
330;2546547;8;83;2123;0;0;0
331;2547547;8;83;2080;0;0;0
332;2548547;8;83;2086;0;0;0
333;2549547;9;87;2157;0;0;0
334;2550547;8;83;1943;0;0;0
335;2551547;7;82;1963;0;0;0
336;2552547;8;88;1957;0;0;0
337;2553547;9;82;1995;0;0;0
338;2554547;8;83;1800;0;0;0
339;2555547;8;83;1808;0;0;0
340;2556547;7;82;1783;0;0;0
341;2557547;9;82;1817;0;0;0
342;2558547;8;82;1650;0;0;0
343;2559547;8;83;1635;0;0;0
344;2560547;8;89;1661;0;0;0
345;2561547;9;82;1689;0;0;0
346;2562547;8;83;1506;0;0;0
347;2563547;8;88;1530;0;0;0
348;2564547;8;83;1520;0;0;0
349;2565547;9;82;1542;0;0;0
350;2566547;8;82;1398;0;0;0
351;2567547;8;83;1397;0;0;0
352;2568547;7;82;1400;0;0;0
353;2569547;9;82;1453;0;0;0
354;2570547;8;83;1359;0;0;0
355;2571547;8;89;1344;0;0;0
356;2572547;8;83;1346;0;0;0
357;2573547;9;82;1361;0;0;0
358;2574547;8;88;1288;0;0;0
359;2575547;8;83;1294;0;0;0
360;2576547;8;83;1300;0;0;0
361;2577547;9;82;1302;0;0;0
362;2578547;7;82;1308;0;0;0
363;2579547;8;83;1289;0;0;0
364;2580547;8;82;1283;0;0;0
365;2581547;9;82;1272;0;0;0
366;2582547;7;88;1323;0;0;0
367;2583547;8;83;1322;0;0;0
368;2584547;7;82;1321;0;0;0
369;2585547;9;86;1304;0;0;0
370;2586547;7;82;1397;0;0;0
371;2587547;8;83;1392;0;0;0
372;2588547;8;83;1391;0;0;0
373;2589547;9;82;1382;0;0;0
374;2590547;7;82;1487;0;0;0
375;2591547;8;82;1487;0;0;0
376;2592547;8;83;1511;0;0;0
377;2593547;9;87;1453;0;0;0
378;2594547;8;83;1613;0;0;0
379;2595547;8;83;1611;0;0;0
380;2596547;8;87;1630;0;0;0
381;2597547;9;82;1572;0;0;0
382;2598547;8;83;1770;0;0;0
383;2599547;8;82;1772;0;0;0
384;2600547;8;83;1774;0;0;0
385;2601547;9;82;1734;0;0;0
386;2602547;8;82;1926;0;0;0
387;2603547;8;82;1919;0;0;0
388;2604547;7;88;1932;0;0;0
389;2605547;9;82;1885;0;0;0
390;2606547;7;82;2068;0;0;0
391;2607547;7;88;2074;0;0;0
392;2608547;8;83;2075;0;0;0
393;2609547;9;82;2022;0;0;0
394;2610547;8;83;2222;0;0;0
395;2611547;8;83;2218;0;0;0
396;2612547;8;83;2244;0;0;0
397;2613547;9;82;2168;0;0;0
398;2614547;8;83;2334;0;0;0
399;2615547;8;89;2337;0;0;0
400;2616547;7;82;2328;0;0;0
401;2617547;9;82;2294;0;0;0
402;2618547;8;87;2417;0;0;0
403;2619547;8;83;2426;0;0;0
404;2620547;7;82;2413;0;0;0
405;2621547;9;82;2387;0;0;0
406;2622547;7;82;2465;0;0;0
407;2623547;8;83;2454;0;0;0
408;2624547;8;82;2472;0;0;0
409;2625547;9;82;2473;0;0;0
410;2626547;8;89;2495;0;0;0
411;2627547;7;82;2501;0;0;0
412;2628547;8;83;2500;0;0;0
413;2629547;9;86;2477;0;0;0
414;2630547;8;82;2472;0;0;0
415;2631547;8;83;2488;0;0;0
416;2632547;8;83;2478;0;0;0
417;2633547;9;82;2472;0;0;0
418;2634547;8;83;2435;0;0;0
419;2635547;8;83;2419;0;0;0
420;2636547;8;83;2424;0;0;0
421;2637547;9;87;2445;0;0;0
422;2638547;7;82;2334;0;0;0
423;2639547;8;82;2360;0;0;0
424;2640547;8;88;2342;0;0;0
425;2641547;9;82;2368;0;0;0
426;2642547;8;83;2243;0;0;0
427;2643547;8;83;2217;0;0;0
428;2644547;8;83;2219;0;0;0
429;2645547;9;82;2248;0;0;0
430;2646547;8;83;2099;0;0;0
431;2647547;8;83;2078;0;0;0
432;2648547;8;89;2078;0;0;0
433;2649547;9;82;2127;0;0;0
434;2650547;8;83;1949;0;0;0
435;2651547;8;88;1956;0;0;0
436;2652547;8;83;1953;0;0;0
437;2653547;9;82;1978;0;0;0
438;2654547;8;83;1798;0;0;0
439;2655547;8;82;1790;0;0;0
440;2656547;8;83;1781;0;0;0
441;2657547;9;82;1850;0;0;0
442;2658547;8;83;1672;0;0;0
443;2659547;8;88;1656;0;0;0
444;2660547;8;82;1647;0;0;0
445;2661547;9;82;1681;0;0;0
446;2662547;8;88;1512;0;0;0
447;2663547;8;83;1511;0;0;0
448;2664547;7;82;1507;0;0;0
449;2665547;9;82;1575;0;0;0
450;2666547;7;82;1417;0;0;0
451;2667547;7;82;1426;0;0;0
452;2668547;8;82;1422;0;0;0
453;2669547;9;82;1440;0;0;0
454;2670547;8;88;1325;0;0;0
455;2671547;8;82;1345;0;0;0
456;2672547;7;82;1322;0;0;0
457;2673547;9;86;1375;0;0;0
458;2674547;8;82;1298;0;0;0
459;2675547;8;83;1289;0;0;0
460;2676547;8;82;1301;0;0;0
461;2677547;9;82;1297;0;0;0
462;2678547;8;82;1280;0;0;0
463;2679547;7;82;1301;0;0;0
464;2680547;8;82;1295;0;0;0
465;2681547;9;87;1297;0;0;0
466;2682547;8;83;1323;0;0;0
467;2683547;7;82;1325;0;0;0
468;2684547;8;87;1317;0;0;0
469;2685547;9;82;1305;0;0;0
470;2686547;8;82;1378;0;0;0
471;2687547;8;82;1399;0;0;0
472;2688547;7;82;1399;0;0;0
473;2689547;9;82;1380;0;0;0
474;2690547;8;82;1510;0;0;0
475;2691547;8;83;1507;0;0;0
476;2692547;8;89;1501;0;0;0
477;2693547;9;82;1466;0;0;0
478;2694547;8;83;1621;0;0;0
479;2695547;8;88;1627;0;0;0
480;2696547;8;83;1662;0;0;0
481;2697547;9;82;1594;0;0;0
482;2698547;7;82;1766;0;0;0
483;2699547;7;82;1785;0;0;0
484;2700547;8;82;1798;0;0;0
485;2701547;9;82;1719;0;0;0
486;2702547;8;83;1909;0;0;0
487;2703547;8;89;1908;0;0;0
488;2704547;8;83;1918;0;0;0
489;2705547;9;82;1867;0;0;0
490;2706547;7;88;2070;0;0;0
491;2707547;7;82;2079;0;0;0
492;2708547;7;82;2084;0;0;0
493;2709547;9;82;2019;0;0;0
494;2710547;7;82;2191;0;0;0
495;2711547;8;83;2206;0;0;0
496;2712547;8;83;2205;0;0;0
497;2713547;9;82;2165;0;0;0
498;2714547;8;88;2323;0;0;0
499;2715547;8;82;2320;0;0;0
500;2716547;7;82;2329;0;0;0
501;2717547;9;86;2300;0;0;0
502;2718547;8;82;2412;0;0;0
503;2719547;8;82;2414;0;0;0
504;2720547;8;83;2404;0;0;0
505;2721547;9;82;2385;0;0;0
506;2722547;8;82;2476;0;0;0
507;2723547;8;83;2486;0;0;0
508;2724547;8;83;2477;0;0;0
509;2725547;9;87;2456;0;0;0
510;2726547;8;83;2508;0;0;0
511;2727547;7;82;2487;0;0;0
512;2728547;7;88;2497;0;0;0
513;2729547;9;82;2492;0;0;0
514;2730547;7;82;2472;0;0;0
515;2731547;7;82;2474;0;0;0
516;2732547;8;83;2476;0;0;0
517;2733547;10;83;2473;0;0;0
518;2734547;8;83;2427;0;0;0
519;2735547;8;83;2415;0;0;0
520;2736547;8;88;2415;0;0;0
521;2737547;9;82;2443;0;0;0
522;2738547;8;83;2346;0;0;0
523;2739547;8;88;2340;0;0;0
524;2740547;8;83;2337;0;0;0
525;2741547;9;82;2366;0;0;0
526;2742547;8;83;2237;0;0;0
527;2743547;8;83;2225;0;0;0
528;2744547;7;82;2224;0;0;0
529;2745547;9;82;2260;0;0;0
530;2746547;8;83;2100;0;0;0
531;2747547;8;89;2110;0;0;0
532;2748547;8;83;2088;0;0;0
533;2749547;9;82;2138;0;0;0
534;2750547;8;87;1928;0;0;0
535;2751547;8;83;1930;0;0;0
536;2752547;7;82;1917;0;0;0
537;2753547;9;82;2001;0;0;0
538;2754547;8;83;1810;0;0;0
539;2755547;7;82;1809;0;0;0
540;2756547;8;82;1781;0;0;0
541;2757547;9;82;1825;0;0;0
542;2758547;7;88;1658;0;0;0
543;2759547;7;82;1661;0;0;0
544;2760547;8;83;1642;0;0;0
545;2761547;9;86;1706;0;0;0
546;2762547;8;83;1539;0;0;0
547;2763547;8;83;1540;0;0;0
548;2764547;8;83;1514;0;0;0
549;2765547;9;82;1545;0;0;0
550;2766547;8;83;1419;0;0;0
551;2767547;8;83;1417;0;0;0
552;2768547;8;83;1404;0;0;0
553;2769547;9;87;1451;0;0;0
554;2770547;8;82;1326;0;0;0
555;2771547;7;82;1340;0;0;0
556;2772547;8;87;1332;0;0;0
557;2773547;9;82;1352;0;0;0
558;2774547;8;82;1295;0;0;0
559;2775547;7;82;1294;0;0;0
560;2776547;7;82;1296;0;0;0
561;2777547;10;83;1296;0;0;0
562;2778547;8;83;1292;0;0;0
563;2779547;8;83;1291;0;0;0
564;2780547;8;89;1312;0;0;0
565;2781547;9;82;1285;0;0;0
566;2782547;7;82;1339;0;0;0
567;2783547;8;88;1327;0;0;0
568;2784547;8;83;1334;0;0;0
569;2785547;9;82;1322;0;0;0
570;2786547;8;82;1413;0;0;0
571;2787547;8;82;1399;0;0;0
572;2788547;7;82;1418;0;0;0
573;2789547;9;82;1365;0;0;0
574;2790547;8;83;1480;0;0;0
575;2791547;8;89;1495;0;0;0
576;2792547;7;82;1517;0;0;0
577;2793547;9;82;1459;0;0;0
578;2794547;8;88;1635;0;0;0
579;2795547;8;83;1627;0;0;0
580;2796547;8;83;1658;0;0;0
581;2797547;9;82;1584;0;0;0
582;2798547;8;83;1767;0;0;0
583;2799547;7;82;1763;0;0;0
584;2800547;8;83;1769;0;0;0
585;2801547;9;82;1724;0;0;0
586;2802547;8;88;1915;0;0;0
587;2803547;8;82;1950;0;0;0
588;2804547;7;82;1925;0;0;0
589;2805547;9;86;1885;0;0;0
590;2806547;8;82;2069;0;0;0
591;2807547;8;83;2065;0;0;0
592;2808547;8;83;2064;0;0;0
593;2809547;10;83;2033;0;0;0
594;2810547;7;82;2199;0;0;0
595;2811547;8;82;2195;0;0;0
596;2812547;8;83;2216;0;0;0
597;2813547;9;87;2159;0;0;0
598;2814547;7;82;2315;0;0;0
599;2815547;8;83;2324;0;0;0
600;2816547;8;88;2335;0;0;0
601;2817547;9;82;2292;0;0;0
602;2818547;7;82;2396;0;0;0
603;2819547;7;82;2408;0;0;0
604;2820547;7;82;2415;0;0;0
605;2821547;9;82;2402;0;0;0
606;2822547;8;82;2476;0;0;0
607;2823547;8;83;2474;0;0;0
608;2824547;8;89;2473;0;0;0
609;2825547;9;82;2441;0;0;0
610;2826547;8;83;2486;0;0;0
611;2827547;8;88;2491;0;0;0
612;2828547;8;83;2487;0;0;0
613;2829547;9;82;2491;0;0;0
614;2830547;8;82;2482;0;0;0
615;2831547;8;83;2475;0;0;0
616;2832547;7;82;2482;0;0;0
617;2833547;9;82;2494;0;0;0
618;2834547;8;83;2425;0;0;0
619;2835547;8;89;2436;0;0;0
620;2836547;8;83;2422;0;0;0
621;2837547;9;82;2450;0;0;0
622;2838547;8;87;2334;0;0;0
623;2839547;7;82;2333;0;0;0
624;2840547;8;83;2337;0;0;0
625;2841547;9;82;2361;0;0;0
626;2842547;7;82;2229;0;0;0
627;2843547;7;82;2237;0;0;0
628;2844547;8;82;2236;0;0;0
629;2845547;9;82;2256;0;0;0
630;2846547;8;88;2095;0;0;0
631;2847547;8;83;2073;0;0;0
632;2848547;8;83;2085;0;0;0
633;2849547;9;86;2140;0;0;0
634;2850547;7;82;1960;0;0;0
635;2851547;7;82;1942;0;0;0
636;2852547;7;82;1932;0;0;0
637;2853547;9;82;1994;0;0;0
638;2854547;8;83;1806;0;0;0
639;2855547;8;83;1773;0;0;0
640;2856547;8;83;1771;0;0;0
641;2857547;9;87;1858;0;0;0
642;2858547;7;82;1678;0;0;0
643;2859547;8;82;1651;0;0;0
644;2860547;8;87;1671;0;0;0
645;2861547;9;82;1689;0;0;0
646;2862547;7;82;1498;0;0;0
647;2863547;7;82;1509;0;0;0
648;2864547;8;82;1522;0;0;0
649;2865547;9;82;1591;0;0;0
650;2866547;8;83;1412;0;0;0
651;2867547;8;83;1394;0;0;0
652;2868547;8;89;1403;0;0;0
653;2869547;9;82;1433;0;0;0
654;2870547;8;83;1343;0;0;0
655;2871547;8;88;1343;0;0;0
656;2872547;8;83;1328;0;0;0
657;2873547;9;82;1345;0;0;0
658;2874547;7;82;1296;0;0;0
659;2875547;8;83;1293;0;0;0
660;2876547;8;83;1291;0;0;0
661;2877547;9;82;1297;0;0;0
662;2878547;8;83;1320;0;0;0
663;2879547;8;89;1324;0;0;0
664;2880547;7;82;1284;0;0;0
665;2881547;9;82;1290;0;0;0
666;2882547;7;88;1335;0;0;0
667;2883547;8;83;1325;0;0;0
668;2884547;8;83;1330;0;0;0
669;2885547;9;82;1306;0;0;0
670;2886547;7;82;1388;0;0;0
671;2887547;8;83;1384;0;0;0
672;2888547;8;82;1389;0;0;0
673;2889547;9;82;1374;0;0;0
674;2890547;7;88;1496;0;0;0
675;2891547;8;83;1498;0;0;0
676;2892547;7;82;1508;0;0;0
677;2893547;9;86;1459;0;0;0
678;2894547;8;82;1627;0;0;0
679;2895547;8;83;1615;0;0;0
680;2896547;8;83;1638;0;0;0
681;2897547;9;82;1600;0;0;0
682;2898547;7;82;1770;0;0;0
683;2899547;8;83;1756;0;0;0
684;2900547;7;82;1779;0;0;0
685;2901547;9;87;1717;0;0;0
686;2902547;8;83;1904;0;0;0
687;2903547;8;83;1911;0;0;0
688;2904547;8;87;1891;0;0;0
689;2905547;9;82;1897;0;0;0
690;2906547;7;82;2058;0;0;0
691;2907547;7;82;2072;0;0;0
692;2908547;8;83;2072;0;0;0
693;2909547;9;82;2034;0;0;0
694;2910547;8;83;2214;0;0;0
695;2911547;8;82;2221;0;0;0
696;2912547;8;88;2227;0;0;0
697;2913547;10;83;2164;0;0;0
698;2914547;7;82;2323;0;0;0
699;2915547;8;88;2324;0;0;0
700;2916547;8;83;2334;0;0;0
701;2917547;9;82;2301;0;0;0
702;2918547;8;82;2420;0;0;0
703;2919547;7;82;2429;0;0;0
704;2920547;7;82;2425;0;0;0
705;2921547;9;82;2392;0;0;0
706;2922547;8;83;2469;0;0;0
707;2923547;7;88;2475;0;0;0
708;2924547;8;82;2479;0;0;0
709;2925547;9;82;2480;0;0;0
710;2926547;8;88;2498;0;0;0
711;2927547;8;83;2490;0;0;0
712;2928547;8;82;2497;0;0;0
713;2929547;9;82;2485;0;0;0
714;2930547;8;83;2473;0;0;0
715;2931547;8;83;2481;0;0;0
716;2932547;8;83;2483;0;0;0
717;2933547;10;83;2473;0;0;0
718;2934547;7;88;2418;0;0;0
719;2935547;8;83;2417;0;0;0
720;2936547;7;82;2430;0;0;0
721;2937547;9;86;2446;0;0;0
722;2938547;7;82;2337;0;0;0
723;2939547;8;82;2334;0;0;0
724;2940547;8;83;2346;0;0;0
725;2941547;9;82;2368;0;0;0
726;2942547;8;83;2198;0;0;0
727;2943547;8;83;2224;0;0;0
728;2944547;8;83;2226;0;0;0
729;2945547;9;87;2259;0;0;0
730;2946547;7;82;2113;0;0;0
731;2947547;7;82;2096;0;0;0
732;2948547;8;88;2115;0;0;0
733;2949547;9;82;2141;0;0;0
734;2950547;8;83;1952;0;0;0
