payload_number;adc_time;sg_1;sg_2;sg_3;sg_4
12736;38;1638;1637;1638;1631
12737;38;1635;1635;1631;1635
12738;37;1637;1638;1638;1643
12739;37;1637;1638;1644;1643
12740;38;1637;1637;1639;1638
12741;38;1635;1639;1639;1643
12742;37;1641;1642;1645;1639
12743;38;1637;1636;1636;1637
12744;37;1635;1637;1640;1643
12745;44;1639;1643;1642;1633
12746;38;1629;1633;1637;1636
12747;37;1630;1632;1640;1634
12748;38;1633;1635;1638;1639
12749;38;1636;1637;1640;1645
12750;38;1642;1641;1644;1642
12751;37;1637;1638;1640;1639
12752;37;1636;1640;1639;1637
12753;37;1641;1640;1638;1638
12754;37;1636;1635;1638;1638
12755;38;1636;1637;1639;1635
12756;44;1641;1641;1637;1638
12757;38;1636;1638;1642;1641
12758;37;1638;1639;1639;1640
12759;38;1635;1636;1638;1640
12760;38;1634;1638;1637;1643
12761;38;1639;1638;1644;1640
12762;37;1637;1634;1637;1637
12763;37;1635;1641;1638;1643
12764;38;1637;1641;1643;1640
12765;38;1640;1639;1640;1640
12766;37;1638;1638;1634;1636
12767;44;1639;1646;1641;1641
12768;38;1638;1637;1638;1640
12769;38;1637;1638;1640;1638
12770;37;1638;1636;1638;1639
12771;38;1636;1639;1636;1640
12772;37;1637;1637;1644;1640
12773;38;1640;1639;1638;1639
12774;38;1638;1640;1640;1646
12775;37;1644;1641;1639;1640
12776;38;1637;1636;1640;1640
12777;37;1637;1638;1641;1638
12778;44;1637;1644;1642;1638
12779;38;1636;1637;1637;1642
12780;37;1638;1638;1638;1636
12781;37;1635;1634;1636;1640
12782;37;1638;1640;1641;1641
12783;38;1639;1642;1641;1640
12784;38;1638;1636;1639;1640
12785;38;1637;1640;1636;1635
12786;37;1636;1632;1639;1638
12787;38;1635;1631;1636;1636
12788;37;1639;1639;1642;1646
12789;44;1636;1643;1644;1639
12790;38;1639;1638;1642;1641
12791;38;1640;1639;1644;1644
12792;37;1640;1638;1637;1641
12793;38;1638;1638;1637;1642
12794;38;1641;1640;1639;1638
12795;38;1636;1634;1636;1637
12796;38;1635;1638;1638;1642
12797;37;1636;1640;1645;1640
12798;38;1639;1638;1640;1640
12799;38;1637;1641;1642;1645
12800;44;1640;1640;1639;1638
12801;38;1636;1637;1640;1640
12802;37;1638;1640;1644;1643
12803;37;1636;1635;1633;1640
12804;38;1636;1638;1637;1642
12805;38;1638;1639;1643;1639
12806;37;1633;1633;1636;1638
12807;38;1639;1641;1640;1645
12808;37;1640;1642;1648;1650
12809;38;1645;1641;1641;1640
12810;37;1636;1638;1640;1645
12811;44;1638;1641;1639;1636
12812;37;1635;1635;1639;1639
12813;38;1636;1636;1641;1637
12814;38;1636;1633;1633;1637
12815;38;1638;1640;1641;1643
12816;38;1640;1640;1645;1645
12817;38;1638;1639;1639;1639
12818;38;1637;1640;1638;1643
12819;37;1639;1642;1640;1636
12820;38;1637;1635;1638;1636
12821;38;1636;1638;1634;1629
12822;44;1632;1640;1639;1632
12823;38;1634;1637;1641;1634
12824;38;1640;1640;1642;1638
12825;38;1635;1632;1637;1639
12826;37;1638;1635;1637;1642
12827;38;1634;1635;1639;1636
12828;38;1632;1632;1634;1628
12829;38;1636;1638;1640;1638
12830;37;1638;1638;1636;1633
12831;38;1632;1633;1640;1642
12832;37;1638;1640;1642;1645
12833;44;1640;1641;1640;1639
12834;37;1637;1638;1639;1640
12835;38;1640;1639;1643;1642
12836;37;1639;1637;1634;1639
12837;38;1636;1638;1635;1643
12838;38;1639;1640;1639;1638
12839;37;1634;1632;1634;1635
12840;38;1638;1640;1638;1644
12841;38;1640;1643;1641;1639
12842;38;1638;1637;1640;1639
12843;37;1638;1639;1641;1638
12844;44;1640;1638;1639;1635
12845;38;1634;1636;1638;1640
12846;38;1637;1638;1638;1637
12847;37;1635;1635;1634;1638
12848;38;1634;1639;1639;1640
12849;37;1639;1639;1640;1639
12850;37;1637;1638;1637;1640
12851;38;1638;1638;1641;1639
12852;37;1637;1640;1637;1637
12853;38;1635;1636;1640;1639
12854;37;1637;1639;1640;1639
12855;44;1637;1643;1641;1630
12856;38;1630;1634;1641;1635
12857;38;1634;1634;1640;1638
12858;37;1635;1632;1637;1640
12859;37;1638;1638;1638;1644
12860;38;1639;1638;1645;1641
12861;38;1636;1635;1637;1640
12862;38;1632;1637;1638;1638
12863;37;1638;1640;1637;1636
12864;38;1635;1633;1636;1637
12865;37;1637;1641;1641;1640
12866;44;1639;1644;1643;1637
12867;38;1637;1637;1640;1640
12868;38;1638;1638;1639;1639
12869;37;1636;1636;1633;1638
12870;38;1634;1637;1640;1641
12871;37;1640;1639;1645;1642
12872;38;1638;1635;1636;1637
12873;37;1638;1640;1642;1642
12874;38;1642;1642;1643;1641
12875;37;1637;1637;1639;1638
12876;37;1636;1639;1642;1638
12877;44;1632;1631;1638;1637
12878;38;1633;1630;1636;1638
12879;37;1637;1635;1642;1640
12880;37;1636;1635;1637;1639
12881;38;1634;1635;1640;1643
12882;38;1641;1640;1645;1644
12883;37;1638;1635;1639;1639
12884;38;1636;1641;1639;1639
12885;38;1637;1641;1643;1635
12886;37;1633;1635;1639;1637
12887;38;1636;1639;1642;1639
12888;44;1639;1642;1638;1636
12889;37;1633;1635;1636;1639
12890;38;1641;1641;1641;1639
12891;38;1638;1639;1637;1639
12892;38;1638;1638;1639;1640
12893;38;1639;1638;1642;1641
12894;38;1633;1636;1637;1638
12895;38;1635;1638;1638;1644
12896;37;1638;1641;1639;1636
12897;38;1636;1633;1637;1634
12898;38;1638;1640;1642;1641
12899;44;1639;1644;1644;1639
12900;38;1637;1637;1641;1640
12901;38;1639;1639;1643;1643
12902;38;1638;1634;1634;1638
12903;38;1634;1636;1637;1641
12904;38;1639;1639;1643;1642
12905;37;1637;1635;1637;1639
12906;38;1633;1638;1640;1644
12907;37;1639;1643;1641;1638
12908;38;1638;1638;1638;1642
12909;37;1638;1640;1643;1641
12910;44;1639;1640;1637;1628
12911;38;1631;1635;1639;1635
12912;37;1633;1630;1638;1642
12913;37;1634;1632;1632;1639
12914;38;1633;1633;1635;1641
12915;37;1640;1640;1644;1641
12916;38;1638;1638;1638;1641
12917;38;1636;1639;1639;1642
12918;37;1638;1641;1643;1640
12919;38;1637;1636;1640;1640
12920;38;1636;1640;1641;1644
12921;44;1638;1639;1639;1635
12922;38;1636;1636;1637;1638
12923;38;1639;1642;1641;1640
12924;37;1640;1637;1637;1640
12925;38;1639;1639;1639;1641
12926;38;1638;1634;1632;1633
12927;38;1637;1635;1634;1630
12928;38;1634;1638;1637;1638
12929;37;1637;1639;1638;1636
12930;38;1634;1635;1637;1637
12931;37;1635;1640;1642;1644
12932;44;1639;1643;1641;1636
12933;38;1638;1637;1639;1640
12934;38;1640;1638;1643;1642
12935;37;1640;1635;1636;1637
12936;37;1635;1636;1637;1642
12937;38;1638;1639;1640;1638
12938;37;1637;1637;1635;1640
12939;38;1633;1637;1637;1639
12940;37;1640;1642;1642;1639
12941;38;1638;1635;1640;1640
12942;37;1637;1638;1641;1644
12943;44;1640;1639;1636;1635
12944;38;1634;1634;1637;1638
12945;38;1638;1638;1641;1637
12946;37;1628;1635;1634;1635
12947;38;1633;1636;1635;1641
12948;37;1641;1641;1644;1640
12949;38;1638;1636;1640;1642
12950;37;1637;1641;1639;1644
12951;38;1638;1642;1643;1640
12952;37;1636;1637;1638;1637
12953;37;1636;1638;1641;1644
12954;44;1636;1642;1641;1639
12955;38;1638;1636;1640;1641
12956;38;1637;1637;1644;1643
12957;38;1640;1638;1637;1640
12958;38;1636;1638;1639;1644
12959;37;1641;1640;1644;1639
12960;37;1638;1635;1637;1638
12961;38;1636;1639;1637;1643
12962;38;1637;1641;1642;1636
12963;38;1636;1635;1639;1638
12964;37;1633;1637;1639;1644
12965;44;1638;1637;1639;1633
12966;37;1633;1633;1638;1631
12967;38;1634;1639;1643;1637
12968;37;1636;1632;1635;1639
12969;38;1635;1637;1638;1642
12970;38;1640;1640;1638;1637
12971;38;1637;1636;1637;1636
12972;38;1637;1639;1637;1643
12973;37;1639;1643;1643;1642
12974;38;1637;1637;1641;1638
12975;38;1639;1639;1643;1646
12976;44;1640;1645;1645;1639
12977;38;1637;1636;1639;1641
12978;38;1638;1637;1644;1643
12979;38;1638;1635;1637;1639
12980;38;1634;1637;1635;1642
12981;38;1637;1639;1643;1641
12982;38;1639;1637;1637;1638
12983;38;1638;1640;1639;1644
12984;37;1640;1643;1642;1643
12985;38;1638;1636;1639;1640
12986;37;1635;1637;1633;1631
12987;44;1637;1642;1641;1638
12988;38;1637;1636;1639;1640
12989;37;1634;1636;1639;1640
12990;37;1635;1636;1636;1639
12991;38;1635;1638;1636;1643
12992;37;1639;1640;1641;1638
12993;38;1637;1637;1638;1639
12994;38;1635;1639;1637;1641
12995;37;1637;1641;1643;1635
12996;38;1631;1633;1637;1633
12997;38;1634;1635;1636;1636
12998;44;1639;1640;1641;1637
12999;38;1637;1637;1639;1642
13000;38;1639;1640;1641;1640
13001;37;1639;1639;1638;1637
13002;38;1635;1638;1638;1639
13003;38;1640;1640;1636;1638
13004;38;1636;1634;1636;1635
13005;38;1635;1639;1639;1638
13006;37;1637;1642;1644;1642
13007;38;1638;1637;1638;1640
13008;37;1640;1641;1642;1644
13009;44;1640;1641;1640;1635
13010;38;1636;1634;1639;1639
13011;38;1636;1639;1640;1637
13012;38;1637;1636;1632;1639
13013;38;1635;1636;1637;1640
13014;38;1638;1635;1642;1642
13015;38;1638;1638;1638;1641
13016;38;1638;1641;1640;1645
13017;37;1640;1643;1646;1642
13018;38;1639;1637;1640;1637
13019;37;1638;1639;1641;1645
13020;44;1639;1645;1646;1638
13021;38;1637;1636;1637;1640
13022;38;1636;1636;1642;1642
13023;37;1638;1637;1635;1639
13024;38;1636;1638;1639;1643
13025;38;1641;1640;1644;1644
13026;37;1637;1633;1635;1640
13027;38;1628;1635;1637;1637
13028;38;1634;1633;1631;1634
13029;37;1635;1632;1632;1635
13030;37;1632;1635;1632;1632
13031;44;1638;1644;1642;1639
13032;38;1638;1636;1639;1642
13033;37;1640;1642;1644;1644
13034;37;1640;1638;1638;1641
13035;38;1637;1638;1638;1642
13036;38;1636;1639;1640;1638
13037;37;1637;1636;1637;1640
13038;38;1635;1639;1640;1640
13039;38;1637;1640;1639;1636
13040;37;1637;1637;1640;1641
13041;38;1639;1640;1641;1646
13042;44;1640;1643;1642;1638
13043;37;1638;1639;1640;1640
13044;38;1638;1639;1638;1637
13045;37;1637;1636;1635;1639
13046;38;1635;1635;1633;1629
13047;37;1636;1636;1637;1635
13048;38;1635;1636;1637;1640
13049;38;1638;1640;1640;1640
13050;37;1641;1642;1645;1640
13051;38;1639;1638;1640;1641
13052;37;1634;1639;1642;1639
13053;44;1638;1643;1642;1638
13054;38;1636;1636;1638;1639
13055;37;1638;1641;1638;1632
13056;38;1633;1627;1628;1637
13057;38;1640;1640;1640;1641
13058;38;1641;1642;1645;1643
13059;37;1638;1638;1639;1640
13060;37;1637;1639;1640;1638
13061;37;1637;1641;1643;1640
13062;38;1639;1635;1639;1639
13063;38;1637;1639;1640;1638
13064;44;1636;1642;1643;1640
13065;38;1639;1639;1641;1644
13066;37;1640;1640;1634;1638
13067;37;1638;1637;1631;1637
13068;38;1639;1640;1640;1642
13069;37;1640;1640;1640;1639
13070;38;1637;1636;1637;1637
13071;38;1636;1639;1640;1639
13072;37;1640;1640;1641;1635
13073;38;1636;1638;1640;1640
13074;38;1638;1640;1641;1645
13075;44;1640;1641;1637;1632
13076;38;1636;1637;1637;1635
13077;38;1638;1638;1629;1631
13078;37;1636;1638;1637;1639
13079;38;1636;1638;1638;1643
13080;38;1639;1639;1644;1640
13081;37;1635;1631;1635;1638
13082;38;1637;1640;1638;1644
13083;38;1640;1644;1646;1641
13084;38;1638;1638;1640;1640
13085;37;1636;1640;1641;1644
13086;44;1639;1643;1644;1638
13087;38;1636;1638;1640;1640
13088;38;1639;1640;1643;1643
13089;37;1639;1636;1634;1636
13090;38;1638;1640;1640;1645
13091;38;1641;1642;1645;1644
13092;37;1640;1638;1639;1640
13093;38;1635;1641;1638;1644
13094;37;1640;1641;1643;1640
13095;38;1635;1636;1638;1639
13096;37;1636;1639;1640;1645
13097;44;1637;1637;1638;1635
13098;38;1636;1637;1643;1640
13099;38;1640;1640;1644;1643
13100;37;1639;1638;1639;1641
13101;38;1639;1640;1641;1645
13102;38;1640;1640;1645;1640
13103;38;1637;1636;1639;1639
13104;37;1637;1641;1640;1644
13105;37;1641;1641;1638;1636
13106;38;1631;1629;1636;1639
13107;38;1640;1642;1641;1641
13108;44;1643;1640;1640;1639
13109;38;1638;1638;1642;1640
13110;37;1639;1640;1641;1641
13111;37;1635;1635;1637;1638
13112;38;1634;1636;1640;1642
13113;38;1639;1638;1644;1641
13114;37;1638;1635;1637;1636
13115;38;1638;1641;1643;1642
13116;38;1640;1643;1645;1641
13117;37;1639;1639;1641;1644
13118;38;1640;1638;1641;1644
13119;43;1636;1644;1643;1638
13120;38;1639;1637;1640;1642
13121;38;1636;1636;1642;1643
13122;38;1641;1637;1637;1639
13123;37;1635;1639;1640;1644
13124;38;1641;1640;1647;1644
13125;38;1638;1638;1638;1641
13126;37;1639;1641;1639;1645
13127;37;1638;1642;1648;1640
13128;38;1637;1637;1638;1639
13129;37;1637;1641;1641;1647
13130;44;1637;1643;1641;1637
13131;38;1636;1634;1639;1642
13132;38;1637;1640;1646;1646
13133;38;1641;1641;1639;1640
13134;37;1637;1637;1639;1641
13135;38;1641;1640;1644;1643
13136;38;1636;1636;1638;1641
13137;38;1637;1641;1640;1642
13138;37;1639;1641;1646;1643
13139;38;1639;1636;1634;1629
13140;37;1638;1640;1637;1645
13141;44;1639;1635;1638;1636
13142;38;1639;1637;1636;1637
13143;37;1635;1636;1638;1635
13144;37;1629;1632;1635;1639
13145;38;1636;1639;1637;1637
13146;37;1638;1641;1640;1638
13147;38;1635;1634;1637;1637
13148;38;1636;1641;1641;1643
13149;37;1641;1642;1642;1641
13150;38;1638;1638;1640;1639
13151;38;1639;1640;1642;1646
13152;44;1639;1641;1639;1638
13153;38;1638;1638;1638;1640
13154;38;1636;1639;1643;1643
13155;37;1639;1636;1635;1640
13156;38;1629;1635;1636;1632
13157;38;1637;1640;1642;1641
13158;38;1639;1640;1639;1639
13159;38;1640;1640;1642;1641
13160;37;1639;1641;1647;1640
13161;38;1637;1637;1639;1640
13162;37;1635;1638;1640;1643
13163;44;1639;1640;1638;1637
13164;38;1633;1634;1635;1637
13165;37;1640;1641;1643;1643
13166;37;1639;1638;1640;1642
13167;38;1639;1639;1640;1644
13168;38;1641;1640;1645;1644
13169;37;1637;1637;1636;1638
13170;38;1636;1640;1639;1643
13171;37;1639;1643;1644;1640
13172;38;1637;1637;1639;1636
13173;37;1638;1639;1641;1645
13174;44;1640;1644;1645;1638
13175;38;1638;1639;1641;1640
13176;38;1639;1636;1640;1638
13177;37;1634;1630;1632;1638
13178;38;1634;1637;1637;1642
13179;38;1638;1640;1638;1638
13180;38;1637;1636;1637;1640
13181;38;1633;1636;1637;1644
13182;37;1641;1643;1640;1638
13183;38;1638;1638;1641;1639
13184;38;1639;1641;1642;1645
13185;44;1639;1640;1636;1631
13186;38;1632;1636;1639;1632
13187;37;1635;1633;1640;1637
13188;37;1632;1634;1636;1637
13189;37;1635;1635;1636;1640
13190;38;1641;1643;1641;1640
13191;38;1639;1639;1638;1640
13192;38;1638;1640;1640;1641
13193;38;1640;1642;1644;1638
13194;37;1636;1637;1637;1639
13195;38;1636;1638;1641;1640
13196;44;1639;1643;1642;1637
13197;37;1636;1635;1638;1640
13198;38;1639;1639;1644;1640
13199;37;1639;1638;1639;1642
13200;38;1638;1639;1640;1643
13201;38;1641;1639;1645;1641
13202;38;1638;1635;1637;1637
13203;38;1636;1639;1640;1643
13204;37;1640;1642;1640;1638
13205;37;1638;1637;1640;1638
13206;37;1634;1638;1637;1633
13207;44;1638;1640;1640;1637
13208;38;1638;1637;1639;1642
13209;37;1640;1640;1645;1643
13210;38;1640;1638;1637;1642
13211;38;1636;1637;1639;1643
13212;37;1640;1639;1643;1640
13213;38;1637;1635;1638;1638
13214;38;1636;1635;1634;1643
13215;37;1639;1643;1644;1636
13216;38;1635;1638;1640;1637
13217;38;1639;1641;1642;1640
13218;44;1639;1641;1639;1636
13219;38;1635;1635;1640;1640
13220;38;1638;1640;1639;1638
13221;37;1635;1637;1636;1641
13222;38;1639;1638;1636;1642
13223;37;1639;1640;1645;1644
13224;38;1638;1636;1639;1640
13225;38;1638;1640;1640;1646
13226;37;1640;1642;1644;1640
13227;38;1636;1636;1637;1639
13228;38;1637;1637;1641;1639
13229;44;1639;1640;1639;1636
13230;38;1635;1636;1639;1640
13231;38;1636;1637;1643;1644
13232;38;1642;1640;1637;1641
13233;38;1637;1639;1640;1643
13234;38;1641;1641;1644;1642
13235;37;1638;1638;1636;1639
13236;38;1628;1636;1639;1639
13237;38;1639;1640;1638;1636
13238;38;1634;1634;1637;1640
13239;37;1635;1638;1638;1638
13240;44;1641;1642;1641;1639
13241;38;1637;1638;1638;1637
13242;37;1639;1634;1636;1640
13243;37;1639;1637;1638;1640
13244;37;1635;1637;1634;1639
13245;38;1638;1632;1628;1631
13246;38;1636;1634;1632;1633
13247;38;1629;1638;1635;1630
13248;37;1639;1642;1641;1638
13249;38;1640;1638;1640;1642
13250;37;1639;1640;1641;1641
13251;44;1640;1645;1645;1637
13252;37;1638;1637;1640;1641
13253;38;1639;1639;1644;1643
13254;38;1640;1634;1637;1640
13255;38;1639;1639;1639;1640
13256;38;1638;1638;1644;1644
13257;37;1639;1638;1641;1641
13258;38;1638;1641;1640;1647
13259;37;1640;1643;1645;1642
13260;38;1640;1639;1639;1638
13261;38;1635;1640;1641;1644
13262;44;1639;1644;1645;1639
13263;38;1637;1636;1639;1640
13264;37;1635;1636;1642;1643
13265;37;1639;1638;1638;1641
13266;38;1638;1639;1637;1637
13267;38;1640;1643;1642;1642
13268;37;1639;1640;1639;1639
13269;38;1637;1640;1639;1642
13270;38;1640;1641;1645;1641
13271;37;1636;1639;1640;1640
13272;38;1638;1638;1641;1644
13273;44;1640;1646;1645;1640
13274;38;1639;1638;1642;1642
13275;37;1640;1640;1643;1643
13276;38;1640;1640;1639;1641
13277;38;1635;1638;1639;1643
13278;38;1640;1637;1644;1640
13279;38;1634;1633;1637;1638
13280;38;1635;1638;1639;1643
13281;38;1638;1641;1643;1641
13282;38;1639;1638;1640;1643
13283;38;1638;1639;1642;1645
13284;44;1640;1646;1644;1639
13285;38;1636;1636;1639;1638
13286;38;1639;1631;1633;1639
13287;38;1638;1637;1631;1637
13288;37;1637;1638;1639;1640
13289;38;1638;1638;1639;1639
13290;37;1639;1637;1640;1641
13291;38;1637;1641;1640;1641
13292;37;1638;1641;1640;1640
13293;38;1637;1638;1640;1639
13294;37;1635;1638;1641;1645
13295;44;1639;1641;1638;1638
13296;38;1635;1630;1636;1641
13297;38;1637;1633;1627;1629
13298;38;1632;1631;1630;1637
13299;38;1636;1640;1640;1643
13300;37;1640;1640;1640;1640
13301;38;1639;1638;1640;1642
13302;38;1635;1639;1640;1639
13303;37;1639;1641;1643;1641
13304;38;1638;1636;1639;1638
13305;38;1637;1639;1641;1646
13306;44;1636;1644;1644;1642
13307;38;1639;1637;1641;1642
13308;38;1639;1639;1644;1643
13309;37;1639;1639;1639;1640
13310;38;1637;1637;1640;1643
13311;38;1638;1638;1644;1642
13312;38;1637;1635;1638;1638
13313;38;1634;1639;1638;1644
13314;37;1637;1640;1641;1640
13315;38;1637;1640;1640;1640
13316;37;1638;1639;1633;1638
13317;44;1640;1642;1640;1640
13318;38;1638;1637;1641;1641
13319;37;1640;1639;1640;1640
13320;37;1637;1635;1636;1640
13321;37;1638;1638;1640;1642
13322;38;1639;1642;1641;1638
13323;38;1635;1632;1639;1642
13324;37;1638;1641;1642;1641
13325;37;1639;1638;1637;1638
13326;38;1635;1633;1635;1633
13327;37;1632;1636;1639;1644
13328;44;1638;1644;1642;1638
13329;38;1636;1634;1639;1639
13330;38;1636;1638;1644;1644
13331;37;1639;1635;1632;1638
13332;38;1637;1639;1640;1643
13333;37;1640;1639;1646;1643
13334;38;1640;1638;1639;1638
13335;37;1636;1640;1638;1644
13336;38;1639;1642;1645;1640
13337;37;1639;1635;1637;1637
13338;37;1637;1639;1641;1646
13339;44;1637;1643;1645;1639
13340;38;1638;1638;1641;1642
13341;37;1639;1640;1644;1644
13342;37;1640;1638;1637;1638
13343;38;1637;1638;1639;1644
13344;38;1639;1639;1645;1643
13345;37;1637;1636;1638;1636
13346;38;1635;1638;1637;1643
13347;38;1639;1640;1643;1638
13348;38;1632;1635;1638;1638
13349;37;1639;1641;1642;1645
13350;44;1638;1645;1644;1640
13351;37;1638;1637;1640;1641
13352;38;1635;1639;1642;1643
13353;38;1640;1639;1635;1639
13354;38;1636;1637;1639;1640
13355;38;1639;1639;1644;1642
13356;38;1636;1629;1630;1638
13357;38;1637;1639;1636;1633
13358;37;1640;1640;1637;1634
13359;38;1637;1637;1634;1637
13360;38;1630;1638;1639;1638
13361;44;1638;1638;1638;1636
13362;38;1635;1635;1639;1639
13363;38;1636;1637;1636;1639
13364;38;1637;1635;1633;1637
13365;37;1635;1639;1642;1644
13366;38;1639;1641;1643;1641
13367;38;1638;1639;1640;1640
13368;37;1636;1639;1639;1645
13369;38;1638;1641;1644;1639
13370;37;1636;1634;1637;1636
13371;38;1637;1639;1641;1644
13372;44;1638;1644;1642;1636
13373;38;1634;1633;1639;1640
13374;37;1638;1641;1643;1649
13375;38;1644;1641;1637;1641
13376;37;1638;1640;1640;1644
13377;38;1640;1636;1644;1640
13378;37;1636;1636;1636;1639
13379;38;1635;1638;1638;1645
13380;38;1638;1642;1645;1638
13381;38;1636;1632;1638;1637
13382;37;1638;1641;1642;1646
13383;44;1641;1644;1643;1641
13384;37;1637;1636;1640;1641
13385;37;1637;1639;1642;1641
13386;37;1632;1633;1637;1639
13387;38;1632;1632;1636;1640
13388;38;1640;1639;1644;1641
13389;38;1638;1635;1634;1638
13390;38;1637;1641;1638;1645
13391;37;1639;1642;1645;1640
13392;38;1640;1639;1638;1641
13393;37;1638;1640;1641;1644
13394;44;1638;1638;1637;1636
13395;38;1636;1632;1640;1639
13396;38;1638;1640;1641;1638
13397;38;1637;1637;1635;1639
13398;38;1636;1637;1640;1644
13399;38;1640;1641;1645;1640
13400;38;1638;1636;1640;1640
13401;38;1640;1640;1640;1645
13402;37;1639;1641;1644;1640
13403;38;1636;1635;1638;1639
13404;37;1636;1638;1641;1645
13405;44;1639;1644;1643;1632
13406;38;1633;1633;1635;1630
13407;38;1636;1638;1637;1642
13408;37;1633;1630;1637;1641
13409;38;1639;1639;1643;1644
13410;38;1639;1637;1645;1642
13411;38;1640;1635;1635;1639
13412;38;1636;1639;1639;1642
13413;37;1638;1641;1643;1638
13414;38;1636;1637;1637;1634
13415;38;1637;1639;1635;1636
13416;44;1639;1639;1643;1638
13417;38;1636;1636;1640;1640
13418;37;1638;1641;1641;1639
13419;37;1636;1635;1636;1638
13420;37;1638;1637;1638;1643
13421;38;1639;1639;1644;1640
13422;38;1638;1635;1636;1638
13423;38;1634;1637;1635;1644
13424;37;1640;1642;1644;1641
13425;38;1639;1637;1638;1641
13426;37;1638;1636;1635;1635
13427;44;1637;1642;1637;1635
13428;37;1635;1633;1637;1639
13429;38;1637;1637;1640;1636
13430;38;1636;1637;1635;1638
13431;38;1633;1634;1637;1641
13432;38;1640;1640;1639;1641
13433;38;1639;1637;1638;1639
13434;37;1640;1639;1640;1640
13435;38;1638;1640;1639;1637
13436;37;1630;1631;1637;1635
13437;37;1635;1638;1640;1646
13438;44;1637;1644;1643;1636
13439;38;1637;1636;1638;1637
13440;37;1637;1640;1644;1647
13441;38;1642;1638;1638;1640
13442;38;1639;1638;1638;1644
13443;37;1641;1640;1645;1641
13444;38;1635;1635;1636;1640
13445;38;1634;1638;1637;1644
13446;37;1638;1640;1645;1640
13447;38;1635;1635;1637;1638
13448;37;1636;1637;1641;1644
13449;44;1639;1644;1646;1640
13450;38;1636;1638;1641;1642
13451;37;1639;1640;1644;1645
13452;37;1643;1636;1635;1640
13453;38;1635;1637;1636;1642
13454;37;1638;1636;1644;1641
13455;38;1638;1636;1636;1641
13456;38;1631;1638;1638;1641
13457;37;1641;1643;1640;1638
13458;38;1639;1639;1640;1641
13459;38;1638;1641;1641;1642
13460;44;1637;1639;1640;1637
13461;38;1634;1636;1639;1641
13462;38;1638;1640;1641;1637
13463;38;1637;1634;1636;1639
13464;38;1636;1635;1634;1642
13465;38;1642;1639;1639;1636
13466;37;1637;1638;1638;1640
13467;38;1636;1641;1636;1632
13468;37;1637;1641;1644;1636
13469;38;1631;1634;1638;1631
13470;37;1635;1639;1641;1645
13471;44;1639;1644;1644;1639
13472;38;1639;1636;1641;1642
13473;38;1637;1640;1644;1646
13474;38;1640;1640;1638;1641
13475;38;1637;1640;1639;1642
13476;38;1640;1641;1646;1642
13477;38;1640;1637;1638;1639
13478;38;1636;1640;1639;1645
13479;37;1637;1640;1644;1639
13480;38;1637;1637;1639;1639
13481;37;1635;1639;1640;1645
13482;44;1641;1641;1641;1636
13483;38;1637;1638;1641;1641
13484;38;1638;1641;1642;1642
13485;37;1640;1637;1637;1640
13486;38;1635;1639;1639;1633
13487;38;1635;1639;1639;1639
13488;38;1638;1637;1638;1639
13489;38;1637;1639;1638;1638
13490;37;1640;1643;1642;1640
13491;38;1638;1638;1639;1641
13492;38;1640;1641;1642;1642
13493;44;1642;1645;1644;1638
13494;38;1636;1636;1640;1640
13495;37;1637;1640;1643;1644
13496;37;1637;1636;1635;1639
13497;38;1637;1638;1641;1643
13498;38;1639;1640;1646;1643
13499;37;1638;1637;1638;1642
13500;38;1639;1640;1641;1646
13501;38;1640;1642;1647;1641
13502;38;1634;1635;1637;1638
13503;37;1636;1639;1640;1646
13504;44;1640;1645;1642;1638
13505;37;1636;1637;1638;1635
13506;38;1631;1631;1630;1638
13507;37;1637;1637;1634;1636
13508;38;1635;1639;1640;1643
13509;38;1640;1640;1644;1644
13510;38;1639;1639;1639;1639
13511;38;1637;1639;1638;1645
13512;37;1638;1641;1644;1639
13513;37;1638;1637;1636;1638
13514;37;1636;1638;1639;1644
13515;44;1639;1645;1645;1638
13516;38;1634;1635;1640;1641
13517;37;1638;1632;1634;1638
13518;38;1637;1631;1633;1642
13519;38;1639;1636;1638;1642
13520;38;1639;1640;1645;1642
13521;37;1638;1635;1635;1636
13522;38;1636;1639;1638;1644
13523;37;1639;1642;1643;1642
13524;38;1638;1639;1642;1641
13525;37;1639;1641;1641;1647
13526;44;1642;1644;1644;1640
13527;37;1637;1636;1642;1640
13528;38;1638;1638;1642;1638
13529;38;1635;1635;1635;1637
13530;38;1636;1636;1638;1641
13531;38;1638;1637;1644;1641
13532;38;1637;1640;1639;1639
13533;38;1640;1641;1641;1646
13534;38;1641;1643;1647;1641
13535;38;1639;1637;1642;1639
13536;37;1634;1639;1632;1633
13537;44;1637;1641;1640;1636
13538;38;1637;1637;1641;1641
13539;38;1638;1637;1642;1642
13540;37;1637;1638;1636;1642
13541;38;1640;1639;1640;1643
13542;38;1640;1640;1645;1643
13543;37;1639;1638;1639;1640
13544;38;1634;1639;1639;1645
13545;37;1637;1640;1646;1639
13546;38;1631;1633;1637;1636
13547;37;1636;1639;1639;1640
13548;44;1639;1644;1645;1641
13549;38;1637;1639;1642;1643
13550;38;1639;1642;1641;1638
13551;38;1637;1638;1641;1641
13552;37;1638;1637;1640;1641
13553;38;1639;1639;1640;1638
13554;38;1637;1636;1637;1640
13555;38;1637;1640;1640;1641
13556;37;1639;1641;1639;1638
