payload_number;adc_time;sg_1;sg_2;sg_3;sg_4
4630;38;1639;1640;1640;1645
4631;37;1639;1641;1638;1635
4632;38;1644;1641;1638;1638
4633;38;1637;1642;1640;1645
4634;38;1639;1639;1637;1636
4635;38;1638;1634;1639;1638
4636;38;1639;1638;1635;1635
4637;38;1642;1640;1632;1637
4638;44;1639;1639;1636;1635
4639;38;1638;1639;1638;1633
4640;38;1642;1638;1637;1636
4641;37;1635;1639;1638;1643
4642;38;1639;1640;1638;1637
4643;38;1636;1635;1637;1638
4644;37;1639;1639;1643;1640
4645;38;1638;1637;1636;1637
4646;38;1647;1649;1648;1642
4647;38;1641;1642;1643;1638
4648;38;1639;1645;1640;1638
4649;44;1640;1637;1638;1638
4650;38;1639;1640;1641;1637
4651;38;1640;1642;1636;1635
4652;37;1635;1641;1640;1642
4653;38;1640;1642;1640;1639
4654;38;1642;1639;1639;1639
4655;37;1639;1641;1641;1640
4656;38;1638;1644;1644;1639
4657;38;1636;1637;1634;1631
4658;38;1634;1636;1642;1637
4659;38;1633;1642;1638;1630
4660;44;1640;1640;1642;1639
4661;38;1641;1642;1642;1641
4662;37;1645;1645;1641;1642
4663;38;1641;1640;1640;1642
4664;37;1639;1641;1640;1637
4665;38;1642;1643;1640;1640
4666;37;1637;1641;1640;1640
4667;37;1640;1644;1643;1638
4668;37;1636;1637;1639;1642
4669;38;1640;1640;1641;1639
4670;37;1641;1640;1639;1640
4671;44;1639;1639;1640;1640
4672;37;1641;1643;1646;1640
4673;38;1641;1639;1635;1638
4674;38;1636;1639;1641;1645
4675;38;1639;1641;1643;1640
4676;38;1636;1639;1633;1629
4677;37;1634;1640;1635;1633
4678;38;1643;1644;1643;1643
4679;38;1639;1638;1639;1640
4680;37;1641;1640;1644;1644
4681;37;1641;1639;1638;1637
4682;44;1639;1637;1637;1637
4683;38;1641;1639;1646;1642
4684;38;1642;1638;1637;1635
4685;38;1634;1637;1639;1645
4686;38;1641;1642;1643;1640
4687;38;1640;1639;1640;1640
4688;38;1638;1640;1641;1642
4689;37;1639;1639;1636;1635
4690;37;1643;1638;1638;1636
4691;38;1638;1637;1640;1638
4692;37;1639;1638;1635;1637
4693;44;1641;1639;1640;1639
4694;37;1640;1638;1638;1639
4695;37;1642;1644;1641;1638
4696;38;1635;1636;1636;1640
4697;38;1638;1641;1635;1632
4698;38;1640;1638;1636;1636
4699;37;1637;1639;1640;1643
4700;38;1639;1639;1639;1637
4701;37;1635;1634;1634;1635
4702;38;1637;1639;1644;1645
4703;38;1643;1640;1640;1638
4704;44;1644;1640;1641;1639
4705;37;1641;1641;1640;1638
4706;38;1641;1639;1637;1638
4707;37;1636;1639;1638;1643
4708;38;1641;1642;1637;1635
4709;38;1638;1637;1636;1635
4710;38;1634;1637;1639;1642
4711;37;1642;1645;1641;1642
4712;38;1639;1637;1640;1639
4713;37;1640;1639;1644;1642
4714;38;1641;1640;1636;1637
4715;44;1636;1636;1635;1630
4716;38;1637;1636;1631;1633
4717;38;1636;1631;1631;1638
4718;37;1635;1636;1636;1644
4719;37;1640;1642;1638;1640
4720;38;1640;1640;1639;1639
4721;37;1639;1642;1641;1647
4722;38;1639;1642;1639;1636
4723;38;1644;1640;1636;1639
4724;37;1638;1639;1641;1639
4725;37;1639;1639;1638;1637
4726;44;1643;1635;1636;1633
4727;37;1639;1640;1642;1637
4728;38;1642;1645;1641;1640
4729;38;1639;1638;1642;1640
4730;38;1639;1641;1640;1640
4731;38;1643;1638;1638;1638
4732;37;1636;1639;1640;1638
4733;38;1638;1641;1637;1637
4734;38;1641;1634;1636;1633
4735;38;1634;1637;1641;1638
4736;38;1641;1641;1639;1639
4737;44;1644;1640;1638;1639
4738;37;1641;1642;1642;1639
4739;38;1641;1643;1638;1637
4740;37;1636;1639;1639;1643
4741;38;1640;1640;1637;1636
4742;37;1644;1642;1639;1638
4743;38;1635;1640;1640;1636
4744;38;1641;1643;1638;1639
4745;38;1645;1648;1644;1642
4746;38;1641;1640;1642;1640
4747;38;1642;1645;1640;1639
4748;44;1638;1636;1637;1637
4749;38;1639;1638;1641;1636
4750;38;1641;1642;1639;1638
4751;38;1633;1635;1638;1638
4752;37;1637;1641;1640;1639
4753;37;1637;1633;1639;1639
4754;38;1636;1637;1638;1642
4755;38;1640;1643;1643;1638
4756;37;1646;1641;1637;1638
4757;38;1638;1639;1643;1643
4758;38;1639;1639;1637;1638
4759;44;1644;1637;1637;1633
4760;37;1637;1638;1640;1638
4761;37;1642;1642;1638;1640
4762;38;1640;1640;1641;1645
4763;37;1642;1642;1642;1639
4764;38;1644;1641;1637;1638
4765;38;1637;1640;1640;1638
4766;38;1640;1640;1634;1634
4767;37;1641;1639;1635;1633
4768;38;1637;1637;1635;1629
4769;38;1641;1640;1639;1638
4770;44;1644;1639;1639;1640
4771;38;1641;1640;1642;1638
4772;37;1641;1639;1637;1637
4773;38;1636;1639;1641;1639
4774;38;1640;1640;1638;1635
4775;38;1643;1639;1640;1636
4776;37;1637;1638;1641;1639
4777;38;1640;1645;1642;1638
4778;37;1646;1647;1644;1641
4779;38;1641;1644;1644;1643
4780;37;1642;1640;1640;1638
4781;44;1641;1637;1639;1637
4782;37;1639;1640;1640;1637
4783;38;1642;1640;1638;1639
4784;37;1639;1639;1638;1644
4785;38;1639;1640;1641;1638
4786;38;1639;1640;1638;1635
4787;38;1636;1640;1642;1636
4788;37;1638;1644;1642;1640
4789;37;1638;1637;1636;1636
4790;38;1637;1636;1643;1641
4791;38;1639;1638;1637;1638
4792;44;1637;1636;1637;1637
4793;37;1637;1635;1643;1639
4794;38;1644;1640;1639;1639
4795;38;1637;1640;1642;1645
4796;38;1637;1639;1638;1637
4797;38;1641;1634;1635;1637
4798;37;1639;1640;1641;1640
4799;38;1638;1644;1642;1638
4800;38;1642;1639;1638;1639
4801;38;1639;1638;1643;1643
4802;38;1642;1641;1639;1639
4803;44;1646;1640;1643;1641
4804;38;1643;1642;1643;1640
4805;37;1642;1639;1639;1638
4806;38;1635;1638;1634;1635
4807;38;1639;1641;1645;1640
4808;38;1641;1638;1636;1637
4809;38;1637;1641;1639;1644
4810;38;1637;1641;1638;1639
4811;38;1641;1642;1640;1640
4812;38;1640;1640;1643;1645
4813;37;1641;1640;1639;1639
4814;44;1645;1641;1641;1638
4815;38;1639;1639;1640;1637
4816;37;1635;1640;1638;1638
4817;38;1631;1639;1640;1636
4818;37;1639;1639;1642;1637
4819;38;1643;1640;1639;1639
4820;37;1639;1641;1642;1642
4821;37;1642;1643;1640;1640
4822;37;1647;1640;1638;1638
4823;38;1639;1640;1641;1638
4824;37;1640;1645;1642;1637
4825;44;1640;1639;1638;1637
4826;37;1633;1635;1641;1640
4827;38;1642;1642;1638;1641
4828;38;1640;1643;1639;1645
4829;38;1640;1643;1641;1639
4830;38;1645;1642;1640;1638
4831;38;1638;1639;1640;1644
4832;37;1639;1641;1639;1636
4833;38;1645;1640;1640;1637
4834;37;1639;1640;1642;1640
4835;37;1638;1640;1638;1639
4836;44;1645;1640;1640;1641
4837;38;1641;1642;1640;1639
4838;38;1644;1647;1642;1640
4839;37;1641;1640;1638;1644
4840;38;1639;1641;1638;1637
4841;37;1643;1641;1638;1635
4842;38;1636;1638;1638;1638
4843;38;1636;1640;1636;1635
4844;37;1642;1639;1638;1638
4845;37;1640;1640;1644;1640
4846;38;1642;1640;1638;1638
4847;44;1644;1639;1638;1640
4848;38;1639;1641;1640;1639
4849;38;1641;1636;1637;1636
4850;37;1636;1637;1638;1643
4851;37;1641;1641;1637;1636
4852;37;1644;1643;1639;1641
4853;37;1638;1640;1642;1638
4854;38;1639;1635;1635;1637
4855;37;1639;1636;1632;1633
4856;38;1635;1636;1631;1630
4857;38;1634;1630;1633;1639
4858;44;1638;1630;1634;1636
4859;37;1638;1638;1644;1639
4860;38;1640;1636;1637;1638
4861;38;1639;1641;1642;1646
4862;38;1640;1642;1643;1640
4863;38;1641;1639;1638;1641
4864;38;1640;1641;1642;1646
4865;37;1641;1641;1639;1637
4866;37;1644;1641;1639;1638
4867;38;1639;1637;1640;1638
4868;38;1639;1644;1638;1638
4869;44;1638;1637;1640;1636
4870;38;1642;1641;1641;1638
4871;38;1642;1643;1640;1639
4872;37;1639;1640;1641;1640
4873;38;1637;1640;1643;1638
4874;38;1640;1638;1638;1639
4875;38;1636;1638;1638;1637
4876;38;1633;1635;1637;1633
4877;37;1641;1638;1635;1637
4878;37;1639;1640;1640;1635
4879;38;1642;1644;1642;1640
4880;44;1645;1641;1640;1637
4881;38;1640;1640;1640;1637
4882;38;1642;1642;1639;1638
4883;38;1635;1639;1639;1641
4884;37;1638;1640;1640;1637
4885;38;1641;1641;1640;1639
4886;38;1634;1637;1641;1641
4887;37;1640;1636;1634;1635
4888;38;1645;1640;1640;1642
4889;38;1639;1637;1641;1637
4890;38;1639;1638;1637;1635
4891;44;1637;1639;1637;1636
4892;38;1637;1639;1644;1640
4893;37;1639;1641;1638;1639
4894;37;1638;1640;1638;1639
4895;38;1641;1643;1644;1640
4896;37;1637;1642;1641;1643
4897;38;1640;1641;1640;1645
4898;38;1639;1643;1642;1636
4899;38;1646;1641;1639;1638
4900;38;1638;1639;1641;1638
4901;38;1640;1643;1640;1636
4902;44;1640;1638;1639;1638
4903;38;1638;1642;1644;1641
4904;38;1643;1646;1640;1641
4905;38;1638;1641;1641;1643
4906;38;1635;1633;1643;1639
4907;38;1642;1640;1636;1630
4908;38;1634;1639;1640;1642
4909;38;1640;1641;1635;1633
4910;37;1645;1641;1642;1640
4911;37;1639;1640;1643;1640
4912;38;1642;1646;1641;1641
4913;44;1643;1641;1640;1641
4914;38;1641;1640;1640;1638
4915;37;1641;1646;1640;1639
4916;38;1638;1639;1641;1639
4917;38;1641;1642;1645;1640
4918;38;1640;1635;1638;1638
4919;37;1639;1641;1642;1642
4920;38;1641;1644;1644;1641
4921;38;1641;1638;1638;1638
4922;38;1640;1641;1642;1638
4923;38;1641;1640;1637;1636
4924;44;1637;1637;1638;1637
4925;38;1638;1637;1645;1641
4926;38;1641;1637;1631;1631
4927;37;1634;1637;1637;1637
4928;37;1643;1642;1640;1639
4929;38;1645;1642;1639;1640
4930;38;1637;1641;1643;1640
4931;38;1636;1644;1641;1638
4932;37;1639;1636;1637;1636
4933;38;1637;1639;1642;1644
4934;37;1640;1640;1636;1635
4935;44;1639;1637;1639;1639
4936;38;1641;1637;1643;1641
4937;38;1642;1644;1643;1640
4938;38;1640;1640;1641;1641
4939;38;1640;1640;1645;1638
4940;37;1640;1636;1636;1637
4941;38;1637;1640;1640;1640
4942;38;1638;1642;1643;1638
4943;37;1636;1634;1637;1637
4944;37;1639;1640;1644;1643
4945;38;1641;1642;1638;1640
4946;44;1640;1639;1639;1639
4947;38;1641;1639;1646;1638
4948;38;1640;1638;1637;1638
4949;37;1638;1639;1640;1645
4950;38;1640;1642;1639;1638
4951;37;1643;1642;1636;1636
4952;37;1632;1639;1643;1643
4953;38;1642;1645;1643;1640
4954;38;1638;1639;1639;1640
4955;38;1640;1641;1643;1639
4956;38;1639;1644;1641;1638
4957;44;1635;1636;1636;1636
4958;38;1640;1637;1644;1641
4959;38;1641;1637;1635;1636
4960;38;1634;1636;1638;1639
4961;38;1641;1643;1640;1639
4962;37;1642;1640;1640;1640
4963;38;1640;1643;1641;1638
4964;38;1635;1634;1638;1632
4965;37;1635;1635;1639;1638
4966;38;1637;1640;1641;1637
4967;37;1641;1640;1637;1638
4968;44;1642;1635;1637;1638
4969;38;1641;1641;1642;1639
4970;37;1644;1639;1638;1639
4971;38;1640;1640;1642;1642
4972;37;1642;1642;1639;1636
4973;38;1643;1642;1636;1638
4974;38;1636;1641;1640;1637
4975;37;1639;1643;1642;1639
4976;38;1636;1634;1628;1627
4977;37;1634;1636;1635;1633
4978;37;1642;1646;1647;1642
4979;44;1640;1640;1641;1639
4980;37;1640;1639;1641;1639
4981;38;1641;1644;1639;1639
4982;38;1636;1642;1640;1645
4983;38;1638;1642;1645;1639
4984;38;1641;1639;1636;1635
4985;37;1635;1638;1638;1644
4986;38;1634;1634;1641;1638
4987;38;1637;1638;1637;1638
4988;37;1636;1635;1638;1638
4989;37;1639;1639;1636;1639
4990;44;1641;1638;1636;1637
4991;38;1639;1640;1639;1635
4992;38;1640;1637;1636;1638
4993;38;1636;1638;1636;1642
4994;38;1642;1642;1643;1641
4995;37;1645;1642;1638;1640
4996;38;1638;1637;1636;1644
4997;38;1641;1643;1637;1629
4998;37;1644;1639;1637;1640
4999;38;1640;1640;1642;1642
5000;38;1642;1640;1640;1638
5001;44;1640;1636;1634;1634
5002;38;1640;1640;1640;1640
5003;37;1643;1646;1641;1640
5004;38;1639;1640;1641;1642
5005;38;1640;1642;1643;1640
5006;38;1644;1641;1638;1639
5007;38;1634;1641;1640;1638
5008;38;1640;1643;1641;1637
5009;37;1641;1637;1635;1634
5010;38;1636;1636;1641;1643
5011;37;1640;1645;1641;1639
5012;44;1639;1638;1638;1638
5013;38;1640;1640;1644;1641
5014;37;1642;1639;1638;1638
5015;38;1637;1641;1638;1643
5016;37;1637;1640;1640;1635
5017;38;1634;1635;1636;1638
5018;37;1635;1636;1638;1637
5019;38;1639;1644;1643;1641
5020;37;1640;1637;1639;1640
5021;38;1639;1642;1644;1643
5022;38;1641;1639;1639;1637
5023;44;1644;1638;1638;1637
5024;38;1640;1639;1640;1635
5025;38;1641;1644;1639;1636
5026;38;1638;1638;1638;1643
5027;38;1640;1643;1640;1640
5028;38;1644;1641;1639;1640
5029;38;1637;1639;1641;1641
5030;37;1639;1644;1642;1640
5031;38;1640;1637;1638;1638
5032;38;1637;1639;1642;1643
5033;38;1638;1644;1641;1639
5034;44;1639;1637;1637;1635
5035;38;1638;1638;1642;1641
5036;37;1642;1639;1634;1631
5037;38;1636;1639;1633;1636
5038;38;1641;1640;1642;1637
5039;38;1643;1640;1638;1637
5040;37;1635;1640;1640;1638
5041;37;1637;1643;1642;1638
5042;38;1644;1640;1639;1639
5043;38;1636;1639;1640;1635
5044;38;1640;1639;1639;1639
5045;44;1644;1640;1638;1639
5046;38;1640;1639;1635;1634
5047;37;1642;1637;1637;1638
5048;37;1636;1638;1638;1643
5049;38;1639;1643;1638;1640
5050;37;1640;1636;1638;1638
5051;38;1638;1639;1639;1643
5052;38;1638;1641;1638;1637
5053;38;1645;1642;1639;1638
5054;38;1639;1639;1642;1637
5055;38;1641;1645;1641;1639
5056;44;1640;1636;1638;1636
5057;38;1639;1638;1640;1638
5058;38;1641;1644;1640;1639
5059;37;1639;1639;1638;1642
5060;38;1636;1638;1644;1640
5061;37;1641;1639;1641;1640
5062;37;1640;1640;1643;1641
5063;38;1641;1645;1645;1640
5064;38;1644;1643;1642;1639
5065;37;1638;1636;1645;1643
5066;37;1639;1644;1641;1638
5067;44;1639;1639;1638;1637
5068;38;1639;1639;1645;1639
5069;38;1642;1641;1639;1639
5070;37;1640;1640;1640;1645
5071;38;1642;1643;1647;1642
5072;37;1640;1638;1632;1636
5073;38;1634;1639;1632;1628
5074;38;1633;1639;1636;1634
5075;37;1628;1633;1635;1633
5076;38;1634;1632;1630;1634
5077;38;1638;1633;1633;1636
5078;44;1638;1634;1641;1638
5079;38;1641;1639;1638;1637
5080;38;1640;1646;1640;1639
5081;38;1636;1639;1639;1644
5082;37;1640;1641;1639;1635
5083;38;1640;1639;1638;1637
5084;38;1638;1640;1640;1643
5085;37;1636;1639;1637;1639
5086;38;1641;1638;1639;1639
5087;38;1637;1639;1642;1640
5088;38;1641;1640;1639;1639
5089;44;1636;1636;1637;1636
5090;38;1639;1640;1645;1642
5091;37;1642;1638;1635;1637
5092;38;1636;1639;1640;1645
5093;37;1638;1638;1637;1635
5094;37;1643;1639;1639;1639
5095;38;1638;1641;1643;1646
5096;38;1641;1641;1639;1634
5097;37;1635;1633;1636;1635
5098;37;1632;1636;1640;1636
5099;38;1641;1640;1637;1638
5100;43;1644;1638;1640;1637
5101;38;1640;1640;1640;1637
5102;37;1643;1644;1640;1640
5103;38;1640;1641;1642;1645
5104;37;1642;1643;1642;1639
5105;38;1644;1642;1641;1641
5106;38;1636;1639;1640;1638
5107;38;1639;1643;1642;1638
5108;38;1639;1639;1637;1638
5109;38;1638;1637;1642;1641
5110;38;1635;1639;1638;1638
5111;44;1644;1641;1641;1638
5112;38;1641;1642;1643;1639
5113;38;1642;1641;1639;1638
5114;38;1638;1640;1640;1641
5115;38;1639;1641;1640;1637
5116;38;1643;1638;1634;1633
5117;37;1634;1639;1633;1633
5118;38;1638;1641;1635;1634
5119;38;1646;1640;1641;1640
5120;38;1639;1639;1644;1644
5121;38;1643;1640;1640;1640
5122;44;1644;1641;1637;1637
5123;37;1638;1639;1639;1637
5124;38;1641;1642;1638;1637
5125;37;1636;1636;1637;1637
5126;38;1639;1639;1639;1633
5127;38;1643;1641;1640;1641
5128;38;1639;1640;1641;1640
5129;37;1639;1644;1643;1639
5130;37;1646;1641;1641;1637
5131;38;1637;1641;1640;1638
5132;37;1639;1638;1636;1638
5133;44;1644;1637;1637;1636
5134;37;1638;1640;1639;1638
5135;38;1639;1644;1641;1640
5136;38;1638;1637;1637;1641
5137;38;1640;1642;1641;1636
5138;38;1643;1639;1641;1641
5139;38;1639;1640;1641;1643
5140;38;1637;1640;1635;1637
5141;37;1641;1639;1639;1636
5142;38;1638;1637;1642;1642
5143;38;1638;1638;1632;1634
5144;44;1644;1640;1642;1637
5145;37;1640;1640;1640;1638
5146;37;1642;1644;1641;1640
5147;38;1637;1640;1640;1641
5148;37;1639;1639;1639;1636
5149;38;1643;1640;1638;1637
5150;37;1635;1639;1639;1637
5151;38;1641;1643;1639;1636
5152;37;1641;1641;1638;1638
5153;38;1640;1640;1643;1638
5154;37;1642;1640;1639;1638
5155;43;1645;1640;1641;1639
5156;38;1637;1633;1640;1641
5157;38;1640;1637;1636;1638
5158;37;1633;1640;1639;1639
5159;37;1637;1640;1643;1640
5160;37;1641;1637;1638;1640
5161;37;1638;1641;1640;1645
5162;38;1641;1644;1640;1639
5163;37;1644;1643;1642;1638
5164;38;1640;1642;1642;1639
5165;38;1639;1641;1638;1638
5166;44;1637;1642;1639;1637
5167;37;1640;1640;1641;1638
5168;38;1641;1638;1635;1637
5169;37;1637;1640;1641;1647
5170;38;1643;1642;1641;1638
5171;38;1643;1645;1642;1639
5172;38;1638;1642;1642;1642
5173;37;1638;1641;1639;1636
5174;37;1640;1637;1638;1636
5175;38;1637;1640;1642;1644
5176;38;1641;1639;1635;1635
5177;44;1639;1638;1639;1639
5178;37;1641;1640;1644;1640
5179;38;1641;1640;1637;1639
5180;38;1640;1639;1639;1645
5181;38;1640;1641;1638;1634
5182;38;1644;1638;1632;1633
5183;38;1635;1640;1635;1631
5184;37;1638;1642;1640;1635
5185;38;1629;1633;1638;1637
5186;38;1637;1638;1640;1642
5187;38;1636;1634;1637;1640
5188;43;1641;1639;1641;1639
5189;37;1641;1639;1644;1641
5190;37;1639;1637;1636;1637
5191;38;1636;1638;1639;1644
5192;37;1639;1642;1641;1638
5193;37;1642;1641;1638;1637
5194;38;1639;1642;1643;1642
5195;38;1641;1645;1648;1645
5196;38;1640;1638;1639;1640
5197;38;1639;1640;1644;1643
5198;37;1640;1639;1638;1637
5199;44;1644;1641;1641;1638
5200;38;1640;1639;1640;1637
5201;37;1640;1638;1635;1633
5202;38;1633;1637;1639;1643
5203;37;1640;1642;1641;1640
5204;38;1645;1643;1640;1639
5205;38;1639;1641;1641;1641
5206;37;1634;1637;1641;1639
5207;38;1641;1636;1632;1635
5208;38;1638;1636;1631;1629
5209;38;1640;1637;1637;1637
5210;44;1645;1641;1639;1639
5211;37;1640;1640;1645;1642
5212;37;1643;1640;1639;1641
5213;38;1641;1642;1641;1645
5214;38;1641;1641;1639;1634
5215;38;1644;1642;1640;1639
5216;37;1639;1639;1641;1639
5217;38;1637;1644;1641;1639
5218;38;1638;1632;1635;1638
5219;37;1639;1641;1644;1644
5220;37;1641;1641;1639;1642
5221;44;1645;1641;1641;1639
5222;38;1641;1641;1644;1641
5223;38;1640;1636;1637;1638
5224;37;1639;1637;1637;1643
5225;38;1640;1640;1638;1634
5226;38;1643;1640;1634;1631
5227;38;1631;1639;1633;1636
5228;37;1642;1645;1643;1641
5229;38;1641;1640;1640;1639
5230;38;1640;1641;1644;1644
5231;38;1641;1639;1637;1637
5232;44;1642;1638;1639;1637
5233;38;1637;1640;1639;1638
5234;38;1642;1643;1640;1640
5235;37;1637;1637;1636;1643
5236;38;1640;1639;1641;1639
5237;38;1640;1635;1636;1638
5238;38;1640;1640;1642;1642
5239;37;1639;1643;1642;1637
5240;37;1645;1641;1637;1635
5241;37;1636;1638;1640;1636
5242;38;1638;1639;1636;1637
5243;43;1640;1636;1638;1635
5244;38;1640;1641;1639;1639
5245;37;1641;1643;1641;1643
5246;38;1639;1641;1640;1641
5247;37;1641;1642;1644;1637
5248;38;1641;1637;1637;1638
5249;37;1635;1640;1640;1644
5250;38;1637;1643;1641;1638
5251;37;1636;1637;1634;1635
5252;38;1635;1639;1643;1644
5253;38;1641;1641;1640;1640
5254;44;1645;1639;1642;1639
5255;38;1643;1642;1642;1641
5256;38;1631;1635;1633;1629
5257;37;1633;1637;1636;1633
5258;37;1636;1640;1639;1639
5259;38;1643;1642;1639;1637
5260;37;1636;1638;1637;1638
5261;37;1641;1642;1642;1639
5262;38;1640;1638;1639;1637
5263;38;1638;1641;1644;1641
5264;38;1641;1638;1638;1637
5265;44;1643;1639;1640;1640
5266;38;1636;1635;1642;1641
5267;37;1642;1639;1636;1639
5268;38;1637;1638;1637;1638
5269;38;1640;1642;1645;1642
5270;38;1641;1640;1640;1640
5271;37;1639;1639;1642;1645
5272;37;1640;1642;1638;1639
5273;38;1643;1640;1638;1635
5274;38;1637;1640;1641;1637
5275;38;1638;1640;1638;1638
5276;44;1644;1636;1637;1635
5277;38;1637;1638;1642;1637
5278;37;1643;1646;1641;1641
5279;37;1639;1638;1640;1640
5280;38;1641;1642;1646;1641
5281;37;1642;1638;1637;1636
5282;38;1634;1640;1641;1638
5283;38;1640;1641;1638;1638
5284;38;1645;1642;1639;1637
5285;38;1636;1636;1640;1636
5286;38;1642;1645;1642;1642
5287;44;1640;1638;1640;1638
5288;38;1639;1641;1642;1638
5289;38;1642;1645;1640;1638
5290;38;1638;1639;1637;1640
5291;37;1639;1640;1644;1639
5292;37;1630;1636;1635;1637
5293;38;1633;1635;1634;1636
5294;38;1640;1642;1638;1634
5295;37;1639;1640;1639;1641
5296;38;1638;1641;1644;1646
5297;38;1641;1641;1639;1637
5298;44;1640;1635;1631;1632
5299;37;1637;1636;1635;1632
5300;37;1640;1643;1639;1639
5301;38;1639;1640;1639;1639
5302;37;1637;1641;1644;1641
5303;38;1644;1642;1640;1640
5304;37;1641;1641;1641;1641
5305;38;1642;1644;1644;1642
5306;37;1640;1637;1637;1637
5307;38;1637;1641;1642;1642
5308;38;1639;1639;1639;1637
5309;44;1644;1640;1639;1636
5310;38;1636;1637;1641;1636
5311;37;1643;1647;1647;1642
5312;38;1639;1640;1640;1643
5313;38;1643;1642;1641;1638
5314;37;1643;1640;1639;1640
5315;38;1637;1641;1640;1639
5316;38;1633;1637;1641;1639
5317;37;1635;1632;1637;1636
5318;38;1633;1637;1640;1638
5319;37;1641;1642;1639;1640
5320;44;1644;1641;1640;1638
5321;38;1641;1641;1641;1640
5322;37;1642;1640;1636;1636
5323;38;1636;1639;1639;1643
5324;37;1640;1640;1639;1635
5325;38;1643;1641;1640;1640
5326;37;1635;1635;1635;1639
5327;38;1637;1640;1635;1636
5328;37;1645;1642;1642;1641
5329;38;1639;1640;1643;1638
5330;38;1640;1646;1642;1641
5331;44;1642;1639;1641;1638
5332;38;1639;1641;1640;1639
5333;38;1641;1645;1640;1639
5334;38;1638;1638;1639;1643
5335;38;1638;1637;1645;1641
5336;38;1632;1640;1642;1640
5337;38;1639;1640;1643;1641
5338;37;1640;1643;1640;1639
5339;38;1646;1640;1640;1638
5340;37;1636;1640;1641;1640
5341;38;1638;1644;1643;1640
5342;43;1638;1637;1637;1635
5343;37;1639;1637;1640;1635
5344;37;1643;1640;1638;1638
5345;38;1639;1640;1641;1644
5346;37;1640;1641;1645;1642
5347;37;1641;1640;1636;1637
5348;38;1638;1640;1638;1644
5349;38;1636;1639;1638;1638
5350;37;1644;1640;1636;1638
5351;38;1638;1639;1643;1643
5352;38;1638;1638;1639;1637
5353;44;1643;1641;1640;1638
5354;38;1640;1641;1644;1641
5355;38;1643;1641;1640;1642
5356;37;1636;1632;1636;1641
5357;38;1636;1635;1630;1633
5358;38;1640;1637;1636;1639
5359;38;1637;1640;1639;1638
5360;38;1639;1641;1643;1639
5361;38;1641;1639;1639;1640
5362;38;1639;1640;1643;1642
5363;38;1639;1639;1638;1635
5364;44;1643;1638;1640;1638
5365;38;1639;1639;1643;1638
5366;38;1642;1638;1637;1636
5367;38;1635;1638;1639;1641
5368;38;1639;1639;1637;1634
5369;37;1643;1645;1640;1641
5370;38;1640;1643;1641;1640
5371;38;1636;1645;1643;1640
5372;38;1642;1638;1637;1637
5373;37;1638;1639;1643;1638
5374;37;1638;1644;1642;1637
5375;44;1638;1638;1638;1638
5376;38;1637;1635;1631;1631
5377;38;1638;1640;1639;1641
5378;37;1639;1640;1641;1644
5379;38;1642;1640;1640;1640
5380;38;1644;1642;1638;1639
5381;38;1636;1640;1640;1637
5382;38;1637;1640;1638;1636
5383;37;1639;1637;1639;1637
5384;37;1638;1639;1641;1638
5385;38;1637;1642;1639;1640
5386;44;1642;1637;1640;1638
5387;38;1640;1637;1645;1641
5388;38;1642;1639;1639;1639
5389;38;1638;1641;1640;1641
5390;38;1640;1640;1641;1635
5391;38;1642;1638;1636;1635
5392;37;1636;1637;1640;1640
5393;38;1635;1641;1637;1635
5394;37;1645;1640;1640;1638
5395;38;1639;1640;1643;1644
5396;38;1640;1642;1641;1639
5397;44;1642;1641;1639;1635
5398;38;1639;1640;1640;1637
5399;37;1642;1639;1639;1637
5400;38;1636;1641;1640;1642
5401;37;1639;1640;1639;1639
5402;38;1643;1645;1639;1640
5403;38;1639;1643;1642;1641
5404;38;1639;1644;1644;1640
5405;38;1642;1640;1640;1638
5406;38;1639;1639;1642;1636
5407;37;1632;1636;1637;1636
5408;44;1630;1632;1636;1634
5409;38;1636;1638;1640;1637
5410;37;1638;1637;1636;1639
5411;38;1638;1640;1640;1644
5412;38;1642;1643;1648;1644
5413;38;1645;1646;1640;1641
5414;38;1639;1642;1642;1640
5415;38;1638;1642;1641;1638
5416;38;1640;1637;1637;1632
5417;38;1635;1640;1641;1638
5418;38;1639;1644;1640;1637
5419;44;1641;1640;1643;1640
5420;38;1641;1640;1642;1640
5421;38;1643;1645;1641;1640
5422;37;1639;1640;1641;1642
5423;38;1638;1639;1644;1641
5424;38;1640;1638;1639;1637
5425;38;1636;1640;1639;1646
5426;38;1636;1633;1634;1633
5427;37;1635;1634;1636;1639
5428;37;1639;1640;1636;1643
5429;38;1635;1638;1640;1644
5430;44;1640;1639;1640;1639
5431;38;1639;1638;1639;1636
5432;38;1643;1641;1638;1638
5433;38;1638;1639;1641;1641
5434;38;1643;1641;1645;1641
5435;38;1638;1637;1636;1639
5436;38;1640;1640;1642;1646
5437;37;1641;1644;1640;1639
5438;37;1642;1641;1637;1638
5439;38;1639;1642;1640;1638
5440;37;1639;1644;1641;1637
5441;44;1638;1636;1637;1635
5442;37;1640;1639;1644;1639
5443;38;1640;1636;1634;1635
5444;38;1637;1639;1640;1643
5445;38;1639;1641;1639;1639
5446;38;1640;1639;1637;1635
5447;37;1637;1641;1639;1635
5448;38;1639;1642;1638;1637
5449;38;1645;1640;1641;1639
5450;37;1637;1641;1642;1642
